authors,title,language_code
"Julie Anne Peters, C.J. Bott","By the Time You Read This, I'll Be Dead",
Denise Kiernan,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,eng
"Dean Koontz, Ed Gorman, John Bedford Lloyd","City of Night (Dean Koontz's Frankenstein, #2)",
D.J. MacHale,"The Quillan Games (Pendragon, #7)",eng
David Mitchell,number9dream,
Douglas Coupland,Girlfriend in a Coma,eng
Stephen King,"The Green Mile, Part 1: The Two Dead Girls",eng
Mark Dunn,Ella Minnow Pea: A Novel in Letters,eng
Steven Erikson,"Toll the Hounds (The Malazan Book of the Fallen, #8)",en-US
Tess Gerritsen,The Bone Garden ,eng
Dee Lestari,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",ind
Paul Tremblay,A Head Full of Ghosts,eng
Gretchen Rubin,Better Than Before: Mastering the Habits of Our Everyday Lives,en-GB
Ben Aaronovitch,"Broken Homes (Peter Grant, #4)",eng
Raymond E. Feist,"The King's Buccaneer (Krondor's Sons, #2)",en-US
"Isabel Allende, Anne McLean",Maya's Notebook,eng
Rita Williams-Garcia,"One Crazy Summer (Gaither Sisters, #1)",eng
Robin Hobb,"Dragon Haven (Rain Wild Chronicles, #2)",en-US
P.G. Wodehouse,"Right Ho, Jeeves (Jeeves, #6)",eng
"Pseudonymous Bosch, Gilbert Ford","If You're Reading This, It's Too Late (Secret, #2)",en-US
Erin Hunter,"Moonrise (Warriors: The New Prophecy, #2)",en-US
Jason F. Wright,The Wednesday Letters,en-US
"Lili St. Crow, Lilith Saintcrow","Betrayals (Strange Angels, #2)",en-US
"James Patterson, Howard Roughan",You've Been Warned,eng
"Blue Balliett, Brett Helquist","Chasing Vermeer (Chasing Vermeer, #1)",en-US
Philip Yancey,The Jesus I Never Knew,en-US
Greg Iles,Turning Angel,eng
Alice Clayton,"The Unidentified Redhead (Redhead, #1)",eng
"Dav Pilkey, George Beard, Harold Hutchins","The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",en-US
"Robert Louis Stevenson, Tasha Tudor",A Child's Garden of Verses,eng
Bret Easton Ellis,The Informers,en-GB
Kiera Cass,"The Queen (The Selection, #0.4)",eng
James Rollins,"The Devil Colony (Sigma Force, #7)",eng
"Robert Kirkman, Charlie Adlard","The Walking Dead, Vol. 12: Life Among Them",eng
Jane Smiley,"Some Luck (Last Hundred Years: A Family Saga, #1)",eng
"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",Pedagogy of the Oppressed,eng
Ian Doescher,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",eng
"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",Identity Crisis,eng
Sarah Rees Brennan,"Unspoken (The Lynburn Legacy, #1)",eng
"Arthur C. Clarke, Gentry Lee","Rama II (Rama, #2)",fre
José Saramago,The Gospel According to Jesus Christ,eng
"Lemony Snicket, Seth","Who Could That Be at This Hour? (All the Wrong Questions, #1)",en-US
Kelley Armstrong,"The Calling (Darkness Rising, #2)",eng
"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",Avatar: The Last Airbender: The Lost Adventures,en-US
Catherine McKenzie,Hidden,eng
Margaret Sidney,Five Little Peppers and How They Grew,eng
Jessica Day George,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",eng
"Radwa Ashour, رضوى عاشور",الطنطورية,ara
Barbara Cooney,Miss Rumphius,eng
Jim Bouton,Ball Four,eng
"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean","Fables, Vol. 3: Storybook Love",eng
Carlos Fuentes,Aura,eng
Harriet Lerner,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,en-US
Burton G. Malkiel,A Random Walk Down Wall Street,eng
Jennifer Echols,Forget You,eng
Kelly Elliott,"Wanted (Wanted, #1)",en-US
William Goldman,Marathon Man,eng
Julie Klassen,The Apothecary's Daughter,eng
Michelle A. Valentine,"Rock the Heart (Black Falcon, #1)",eng
Piers Anthony,"Bearing an Hourglass (Incarnations of Immortality, #2)",en-US
"Claire Huchet Bishop, Kurt Wiese",The Five Chinese Brothers,eng
Jamie McGuire,"Providence (Providence, #1)",eng
Piers Anthony,"The Source of Magic (Xanth, #2)",
Arnold Lobel,"Days with Frog and Toad (Frog and Toad, #4)",eng
Cormac McCarthy,"Cities of the Plain (The Border Trilogy, #3)",
C.S. Pacat,"Captive Prince (Captive Prince, #1)",eng
Megan Whalen Turner,"The King of Attolia (The Queen's Thief, #3)",eng
"Ridley Pearson, David Frankland","Disney after Dark (Kingdom Keepers, #1)",
Richard Feynman,What Do You Care What Other People Think?,eng
Paul Murray,Skippy Dies,eng
David Weber,"The Honor of the Queen (Honor Harrington, #2)",
V.C. Andrews,"My Sweet Audrina (Audrina, #1)",
A.G. Riddle,"The Atlantis World (The Origin Mystery, #3)",eng
Jessica Shirvington,"Embrace (The Violet Eden Chapters, #1)",eng
Dorothy L. Sayers,"Unnatural Death (Lord Peter Wimsey, #3)",eng
Tony Kushner,"Angels in America, Part One: Millennium Approaches",en-US
Dorothy Koomson,My Best Friend's Girl,
Lisa Kleypas,"Dreaming of You (The Gamblers, #2)",en-US
Ruth Reichl,Comfort Me with Apples: More Adventures at the Table,eng
John Keats,The Complete Poems,eng
Judith McNaught,"Almost Heaven (Sequels, #3)",eng
Joseph Boyden,Three Day Road,eng
Dashiell Hammett,Red Harvest,eng
"J. Lynn, Jennifer L. Armentrout","Trust in Me (Wait for You, #1.5)",eng
"Masashi Kishimoto, Frances Wall","Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",eng
David Baldacci,One Summer,en-US
Judith McNaught,"Whitney, My Love (Westmoreland, #2)",eng
Khushwant Singh,Train to Pakistan,en-US
Craig Silvey,Jasper Jones,eng
Michael A. Singer,The Untethered Soul: The Journey Beyond Yourself,
Marlon James,A Brief History of Seven Killings,eng
Nina LaCour,Hold Still,en-US
Julie Garwood,The Prize,eng
Jami Attenberg,The Middlesteins,eng
"Thomas Piketty, Arthur Goldhammer",Capital in the Twenty-First Century,eng
James D. Bradley,Flyboys: A True Story of Courage,
"Kay Thompson, Hilary Knight",Eloise ,eng
Jonathan Stroud,"The Screaming Staircase (Lockwood & Co., #1)",eng
Herman Koch,Summer House with Swimming Pool,eng
Peter Carey,True History of the Kelly Gang,en-US
Elmore Leonard,"Get Shorty (Chili Palmer, #1)",eng
K.A. Tucker,"One Tiny Lie (Ten Tiny Breaths, #2)",eng
"Nathanael West, Alfred Kazin",The Day of the Locust,eng
James Gleick,Genius: The Life and Science of Richard Feynman,eng
Alan Brennert,Honolulu,
Keri Arthur,Full Moon Rising (Riley Jenson Guardian #1),eng
Richard Russo,Bridge of Sighs,
Rosamunde Pilcher,Winter Solstice,eng
Ally Carter,"United We Spy (Gallagher Girls, #6)",eng
Rachel Caine,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",eng
Anthony Horowitz,"Raven's Gate (The Gatekeepers, #1)",
John Darnielle,Wolf in White Van,eng
Erich Maria Remarque,Three Comrades,eng
Melissa de la Cruz,"Bloody Valentine (Blue Bloods, #5.5)",en-US
Maya Angelou,The Heart of a Woman,eng
Andrzej Sapkowski,"Chrzest ognia (Saga o Wiedźminie, #5)",pol
"James Patterson, Richard DiLallo","Alex Cross's Trial (Alex Cross, #15)",eng
"Ori Brafman, Rom Brafman",Sway: The Irresistible Pull of Irrational Behavior,en-US
"Marguerite Henry, Wesley Dennis",King of the Wind: The Story of the Godolphin Arabian,eng
Sam Harris,Waking Up: A Guide to Spirituality Without Religion,eng
Jack London,"The Call of the Wild, White Fang and Other Stories",eng
Iris Chang,The Rape of Nanking,eng
Jerry A. Coyne,Why Evolution Is True,
Annie Proulx,Brokeback Mountain,en-US
Susan Elizabeth Phillips,"Nobody's Baby But Mine (Chicago Stars, #3)",eng
Lisa Scottoline,Keep Quiet,eng
Jeffrey Archer,Sons of Fortune,eng
"Jostein Gaarder, Sarah Jane Hails",The Solitaire Mystery: A Novel About Family and Destiny,eng
Jen Sincero,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,
Jill Mansell,Rumour Has It,eng
Dean Koontz,Dragon Tears,
Iain M. Banks,Surface Detail (Culture #9),eng
Nicky Charles,"The Mating  (Law of the Lycans, #2)",eng
Conn Iggulden,"The Gates of Rome (Emperor, #1)",eng
"Kurtis J. Wiebe, Roc Upchurch","Rat Queens, Vol. 1: Sass & Sorcery",eng
Agatha Christie,"Curtain (Hercule Poirot, #39)",eng
Lian Hearn,"Grass for His Pillow (Tales of the Otori, #2)",
Laurell K. Hamilton,"Swallowing Darkness (Merry Gentry, #7)",en-US
Laurelin Paige,"The Fixed Trilogy (Fixed, #1-3)",eng
Edan Lepucki,California,eng
"Stephen Briggs, Terry Pratchett",Guards! Guards!: The Play,en-GB
Mo Willems,The Pigeon Finds a Hot Dog!,en-US
Chuck Wendig,"Aftermath (Star Wars: Aftermath, #1)",eng
Ellen Schreiber,"Vampireville (Vampire Kisses, #3)",en-GB
Agatha Christie,"Hercule Poirot's Christmas (Hercule Poirot, #20)",eng
Jennifer Chiaverini,Mrs. Lincoln's Dressmaker,eng
Safiy al-Rahman al-Mubarakfuri,الرحيق المختوم,ara
Sarah McCoy,The Baker's Daughter,eng
J.R. Ward,"The Shadows (Black Dagger Brotherhood, #13)",en-US
"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",Little Red Riding Hood,eng
Dav Pilkey,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",en-GB
"Martin Pistorius, Megan Lloyd Davies",Ghost Boy,eng
Greg McKeown,Essentialism: The Disciplined Pursuit of Less,eng
Philippa Gregory,"Wideacre  (The Wideacre Trilogy, #1)",eng
"Roald Dahl, Quentin Blake",The Magic Finger (Young Puffin Developing Reader),eng
Lisa Renee Jones,"If I Were You (Inside Out, #1)",eng
L.A. Fiore,"Beautifully Damaged (Beautifully Damaged, #1)",eng
Samantha Towle,"Wethering the Storm (The Storm, #2)",eng
"René Descartes, Donald A. Cress",Meditations on First Philosophy,eng
Enid Blyton,"The Enchanted Wood (The Faraway Tree, #1)",eng
Sandi Lynn,"Forever Black (Forever, #1)",eng
Henry James,Daisy Miller,
Lauren Groff,Arcadia,eng
Dorothy Kunhardt,Pat the Bunny,
Melanie Benjamin,The Swans of Fifth Avenue,eng
"CLAMP, Maria Simpson","Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",eng
Meg Cabot,"Size 14 Is Not Fat Either (Heather Wells, #2)",eng
Ree Drummond,The Pioneer Woman Cooks: Food from My Frontier ,eng
Shelly Crane,"Defiance (Significance, #3)",eng
Dian Fossey,Gorillas in the Mist,en-US
"Jeffery Hudson, Michael Crichton",A Case of Need,en-US
Adelle Waldman,The Love Affairs of Nathaniel P.,en-CA
"P.C. Cast, Kristin Cast","Revealed (House of Night, #11)",eng
Matthew Norman,We're All Damaged,eng
Linda Castillo,"Sworn to Silence (Kate Burkholder, #1)",eng
Ilona Andrews,"Magic Breaks (Kate Daniels, #7)",eng
"Anton Chekhov, Michael Frayn",The Seagull,eng
"Haruki Murakami, 村上 春樹","1Q84 BOOK 3 (1Q84, #3)",jpn
Meg Cabot,"Boy Meets Girl (Boy, #2)",eng
Louise Rennison,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",eng
Robert A. Heinlein,The Door Into Summer,eng
Julie Anne Peters,Luna,en-US
Alice Munro,Runaway,eng
Iain M. Banks,"Matter (Culture, #8)",eng
Mia Sheridan,Leo,eng
E.M. Forster,Maurice,eng
"J.D. Robb, Susan Ericksen","New York to Dallas (In Death, #33)",eng
Ira Levin,The Stepford Wives,eng
Cornelius Ryan,The Longest Day,eng
Janet Evanovich,Motor Mouth (Alex Barnaby #2),en-US
D.J. MacHale,"The Reality Bug (Pendragon, #4)",eng
David Baldacci,True Blue,eng
"Raymond E. Feist, Janny Wurts","Mistress of the Empire (The Empire Trilogy, #3)",en-US
C.J. Redwine,Defiance (Defiance #1),eng
Elin Hilderbrand,"Winter Street (Winter, #1)",eng
"Carolyn Keene, Mildred Benson",The Hidden Staircase (Nancy Drew #2),en-US
Taylor Caldwell,Captains and the Kings,eng
Daniel Silva,"The Fallen Angel (Gabriel Allon, #12)",eng
J.K. Rowling,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",
Karen Kingsbury,"One Tuesday Morning (9/11, #1)",eng
Laurell K. Hamilton,"Hit List (Anita Blake, Vampire Hunter #20)",eng
"Stephen Briggs, Terry Pratchett",Interesting Times: The Play,eng
Mariana Zapata,The Wall of Winnipeg and Me,eng
Mary Higgins Clark,Let Me Call You Sweetheart,eng
Joseph Wambaugh,The Onion Field,
Kathy Reichs,"Break No Bones (Temperance Brennan, #9)",en-US
Kelly McGonigal,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",eng
Richard K. Morgan,"Broken Angels (Takeshi Kovacs, #2)",eng
Karin Slaughter,"Beyond Reach (Grant County, #6)",eng
John Scalzi,Fuzzy Nation,en-US
Sue Grafton,"I is for Innocent (Kinsey Millhone, #9)",en-US
Thomas Pynchon,V.,fre
"Joseph Conrad, A. Michael Matin",Heart of Darkness and Selected Short Fiction,en-US
"Bertrand Russell, Paul  Edwards",Why I Am Not a Christian and Other Essays on Religion and Related Subjects,eng
Alain de Botton,The Art of Travel,
Paullina Simons,"The Summer Garden (The Bronze Horseman, #3)",eng
James Patterson,"Cross Justice (Alex Cross, #23)",
"Heinrich Böll, محمد اسماعیل‌زاده",عقاید یک دلقک,per
Laura McHugh,The Weight of Blood,eng
Julia Quinn,"When He was Wicked (Bridgertons, #6)",eng
Sue Grafton,"V is for Vengeance (Kinsey Millhone, #22)",en-US
Margaret Peterson Haddix,"Among the Betrayed (Shadow Children, #3)",en-US
William Gibson,"Spook Country (Blue Ant, #2)",en-US
"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",The I Ching or Book of Changes,eng
John Buchan,"The 39 Steps (Richard Hannay, #1)",
Joan Didion,Blue Nights,eng
Peter Watts,"Blindsight (Firefall, #1)",eng
Nick Offerman,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,eng
"Scott Snyder, Stephen King, Rafael Albuquerque","American Vampire, Vol. 1",eng
John Sandford,"Heat Lightning (Virgil Flowers, #2)",eng
"Alexis de Tocqueville, Isaac Kramnick, Gerald Bevan",Democracy in America ,eng
Harlan Coben,Drop Shot (Myron Bolitar #2),eng
Darren Shan,"The Lake of Souls (Cirque Du Freak, #10)",
A. Meredith Walters,"Find You in the Dark (Find You in the Dark, #1)",eng
Erica Bauermeister,The School of Essential Ingredients,en-US
Amy A. Bartol,"Intuition (The Premonition, #2)",en-US
Bernard Cornwell,Azincourt,en-GB
Roddy Doyle,Paddy Clarke Ha Ha Ha,
Anne Tyler,Dinner at the Homesick Restaurant,eng
V.C. Andrews,"Heaven (Casteel, #1)",eng
Jenny Nimmo,"Charlie Bone and the Hidden King (The Children of the Red King, #5)",
Martin Amis,Money,en-GB
John Sandford,"Secret Prey (Lucas Davenport, #9)",en-GB
"Chris Ryall, Gabriel Rodríguez, Clive Barker",The Complete Clive Barker's The Great And Secret Show,eng
Arthur Conan Doyle,His Last Bow: 8 Stories,eng
"Brian Herbert, Kevin J. Anderson",House Atreides (Prelude to Dune #1),eng
Diana Wynne Jones,"Charmed Life (Chrestomanci, #1)",eng
Charles Dickens,The Pickwick Papers,eng
Joseph O'Neill,Netherland,eng
Steve Berry,The Romanov Prophecy,eng
Larissa Ione,Ecstasy Unveiled (Demonica #4),eng
Alan Bennett,The Uncommon Reader,eng
"Franz Kafka, بهرام مقدادی",Amerika,eng
"Steve Niles, Ben Templesmith","30 Days of Night, Vol. 1",
Erin Hunter,"Sunset (Warriors: The New Prophecy, #6)",en-US
"يوسف زيدان, Youssef Ziedan",النبطي,ara
Hillary Jordan,When She Woke,eng
Sidney Sheldon,The Naked Face,eng
Meg Cabot,"Princess in Training (The Princess Diaries, #6)",
"Christopher Hitchens, Titus Lucretius Carus, Omar Khayyám, Thomas Hobbes, Baruch Spinoza, David Hume, James Boswell, Percy Bysshe Shelley, George Eliot, Charles Darwin, Leslie Stephen, Anatole France, Mark Twain, Joseph Conrad, Thomas Hardy, Emma Goldman, H.P. Lovecraft, Carl Van Doren, H.L. Mencken, Sigmund Freud, Albert Einstein, George Orwell, John Betjeman, Chapman Cohen, Bertrand Russell, Philip Larkin, Martin Gardner, Carl Sagan, John Updike, John Leslie Mackie, Michael Shermer, A.J. Ayer, Daniel C. Dennett, Charles Templeton, Richard Dawkins, Victor J. Stenger, Elizabeth S.  Anderson, Penn Jillette, Ian McEwan, Steven Weinberg, Salman Rushdie, Ibn Warraq, Sam Harris, A.C. Grayling, Ayaan Hirsi Ali, John Stuart Mill, Karl Marx",The Portable Atheist: Essential Readings for the Nonbeliever,eng
Larissa Ione,Sin Undone (Demonica #5),eng
Fritjof Capra,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,eng
Madeline Sheehan,"Unbeautifully (Undeniable, #2)",eng
Kathryn Croft,The Girl With No Past,en-US
Jeff VanderMeer,"Acceptance (Southern Reach, #3)",eng
Kristen Ashley,"Lady Luck (Colorado Mountain, #3)",eng
Elizabeth Eulberg,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",eng
Julie Garwood,"Ransom (Highlands' Lairds, #2)",en-US
Agatha Christie,"The Big Four (Hercule Poirot, #5)",eng
Agatha Christie,"Peril at End House (Hercule Poirot, #8)",eng
Renée Knight,Disclaimer,eng
Veronica Roth,"The Divergent Series 2-Book Collection (Divergent, #1-2)",eng
"Umberto Eco, Richard Dixon",The Prague Cemetery,en-US
Yann Martel,Beatrice and Virgil,eng
Hiroyuki Takei,"Shaman King, Vol. 1: A Shaman in Tokyo",eng
Robert Jordan,"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",eng
Michio Kaku,Hyperspace,eng
Steven Pinker,How the Mind Works,eng
Bella Forrest,"A Castle of Sand (A Shade of Vampire, #3)",eng
Karen Kingsbury,"Leaving (Bailey Flanigan, #1)",en-US
Ian Fleming,"Live and Let Die (James Bond, #2)",eng
Kate Egan,The World of the Hunger Games (Hunger Games Trilogy),en-US
"John Stuart Mill, George Sher",Utilitarianism,eng
Andrew  Smith,"Winger (Winger, #1)",eng
Mitch Albom,The Magic Strings of Frankie Presto,eng
Robin Hobb,"Fool's Quest  (The Fitz and The Fool, #2)",eng
Jack Finney,Invasion of the Body Snatchers,eng
Melvin Burgess,Smack,en-US
"Bill O'Reilly, Martin Dugard",Killing Patton: The Strange Death of World War II's Most Audacious General,eng
"Keigo Higashino, Alexander O. Smith",The Devotion of Suspect X,
Jenny Nimmo,"Charlie Bone and the Time Twister (The Children of the Red King, #2)",
Irvine Welsh,Porno,
Jenny Nimmo,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",eng
Hugh Howey,"First Shift: Legacy (Shift, #1)",eng
"James Patterson, Michael Ledwidge","Worst Case (Michael Bennett, #3)",eng
Daniel Silva,The Unlikely Spy,eng
Ellen Schreiber,"Royal Blood (Vampire Kisses, #6)",eng
Neale Donald Walsch,"Conversations With God: An Uncommon Dialogue, Book 3",eng
Patti Smith,M Train,eng
Louise Erdrich,Love Medicine,en-US
Brad Meltzer,"The Inner Circle (Culper Ring, #1)",eng
Jessica Day George,"Dragon Slippers (Dragon Slippers, #1)",en-US
Carrie Fisher,The Princess Diarist,eng
Steven Erikson,"The Crippled God (The Malazan Book of the Fallen, #10)",eng
Rachel Renée Russell,"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",
Lisa McMann,"Gone (Wake, #3)",eng
"Brian K. Vaughan, Niko Henrichon",Pride of Baghdad,eng
Michel Houellebecq,Soumission,fre
Jon Krakauer,Eiger Dreams: Ventures Among Men and Mountains,
Richard K. Morgan,"Woken Furies (Takeshi Kovacs, #3)",eng
Amish Tripathi,"Scion of Ikshvaku (RamChandra, #1)",eng
Gail Carriger,"Blameless (Parasol Protectorate, #3)",eng
Jenny McCarthy,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,
Clive Barker,Imajica,eng
William Zinsser,On Writing Well: The Classic Guide to Writing Nonfiction,eng
Thomas A. Harris,I'm OK - You're OK,en-US
Mario Puzo,The Sicilian,eng
Patricia Briggs,"Fire Touched (Mercy Thompson, #9)",eng
